"Good Days","Unhealthy Days","Days NO2","Number_fires","Length","Area","Visits_all"
"Mean",207.56,5.58,3.9,0.68,2.76,1708.4,2293.46
"Mean",136.75,22.5,42.5,0.25,0.5,131.25,16665.5
"Standard Dev",89.192559404141,12.4328235747483,6.80710912898255,1.37677529178934,5.9128362613099,5769.71024632352,3174.37479757986
"Standard Dev",120.272953457265,24.6102959483763,26.2106848441623,0.5,1,262.5,22195.185942001
